No baru;RTH;PCQ;Nama Jenis;Spesies;Tinggi Pohon (m);Keliling (cm);Diameter (cm);Jarak ke Pohon (m);Panjang Coverage (m);Lebar Coverage (m);Latitude;Longitude;IUCN;Keterangan Luas;Image
6;Kawasan Taman Jurug;27,3;Mahoni;Swietenia mahagoni;8,9;46;14,642;3,8;4,5;3,6;-7,565552;110,858812;Near Threatened;Besar;40_ S mahagoni.jpg
6;Kawasan Taman Jurug;27,4;Beringin;Ficus benjamina;12,8;453;144,194;14,5;2,8;26,5;-7,565641;110,860236;Not Evaluated;Besar;25_ F. benjamina.jpg
6;Kawasan Taman Jurug;27,4;Glodokan Tiang;Polyalthia longifolia;7,2;134;42,654;8,5;8,6;7,7;-7,565641;110,860236;Not Evaluated;Besar;34_Polyathia Longifolia 3.jpg
6;Kawasan Taman Jurug;27,4;Glodokan Tiang;Polyalthia longifolia;6,9;96;30,558;4,6;7,5;6,8;-7,565641;110,860236;Not Evaluated;Besar;34_Polyathia Longifolia 3.jpg
6;Kawasan Taman Jurug;27,4;Ketapang;Terminalia catappa;11,4;112;35,651;4,3;11,7;10,6;-7,565641;110,860236;Least Concern;Besar;Ketapang_Terminalia catappa.jpg
6;Kawasan Taman Jurug;27,5;Angsana;Pterocarpus indicus;12,7;115;36,606;20;10,4;9,8;-7,565817;110,860859;Endangered;Besar;28_Pterocarpus indicus.jpg
6;Kawasan Taman Jurug;27,5;Glodokan Tiang;Polyalthia longifolia;10,2;129;41,062;4,8;8,4;8;-7,565817;110,860859;Not Evaluated;Besar;34_Polyathia Longifolia 3.jpg
6;Kawasan Taman Jurug;27,5;Glodokan Tiang;Polyalthia longifolia;9,8;131;41,699;12,6;8;7,6;-7,565817;110,860859;Not Evaluated;Besar;34_Polyathia Longifolia 3.jpg
6;Kawasan Taman Jurug;27,5;Trembesi;Samanea saman;13,5;263;83,716;12,2;18,3;15,2;-7,565817;110,860859;Least Concern;Besar;31_S saman.jpg
39;Makam Astonoloyo;47,1;Beringin;Ficus benjamina;6,3;184;58,569;7;5,7;5,5;-7,538340;110,834037;Not Evaluated;Kecil;25_ F. benjamina.jpg
39;Makam Astonoloyo;47,1;Kamboja;Plumeria alba;4,6;31;9,868;1,7;3;2,8;-7,538340;110,834037;Least Concern;Kecil;Kamboja Putih_Plumeria alba.jpg
39;Makam Astonoloyo;47,1;Kapuk Randu;Ceiba pentandra;15,5;263;83,716;17,7;9,2;7,4;-7,538340;110,834037;Least Concern;Kecil;Kapuk randu_Ceiba pentandra.jpg
39;Makam Astonoloyo;47,1;Sengon;Paraserianthes falcataria;10,8;82;26,101;19,9;8,7;6,6;-7,538340;110,834037;Least Concern;Kecil;41_Paraserianthes falcataria.jpg
39;Makam Astonoloyo;47,2;Beringin;Ficus benjamina;10,2;182;57,932;9,3;11,2;10,3;-7,538421;110,834216;Not Evaluated;Kecil;25_ F. benjamina.jpg
39;Makam Astonoloyo;47,2;Flamboyan;Delonix regia;11,9;112;35,651;17;8,6;6,3;-7,538421;110,834216;Least Concern;Kecil;Flamboyan_Delonix regia.jpg
39;Makam Astonoloyo;47,2;Kamboja;Plumeria alba;6,4;48;15,279;5,8;5,4;3,2;-7,538421;110,834216;Least Concern;Kecil;Kamboja Putih_Plumeria alba.jpg
39;Makam Astonoloyo;47,2;Kamboja;Plumeria alba;6;42;13,369;1;3,1;2,5;-7,538421;110,834216;Least Concern;Kecil;Kamboja Putih_Plumeria alba.jpg
1;Makam Bonoloyo;48,1;Jati;Tectona grandis;14,4;98;31,194;4,3;7,2;6,2;-7,536573;110,824505;Not Evaluated;Besar;51_T grandis.jpg
1;Makam Bonoloyo;48,1;Jati;Tectona grandis;13,2;86;27,375;4;8,2;7;-7,536573;110,824505;Not Evaluated;Besar;51_T grandis.jpg
1;Makam Bonoloyo;48,1;Jati;Tectona grandis;13,1;104;33,104;7,1;6,4;5,7;-7,536573;110,824505;Not Evaluated;Besar;51_T grandis.jpg
1;Makam Bonoloyo;48,1;Kamboja;Plumeria alba;8,5;82;26,101;5,2;5,1;4,3;-7,536573;110,824505;Least Concern;Besar;Kamboja Putih_Plumeria alba.jpg
1;Makam Bonoloyo;48,2;Kamboja;Plumeria alba;5,4;65;20,690;6,5;5,4;4,8;-7,536867;110,825630;Least Concern;Besar;Kamboja Putih_Plumeria alba.jpg
1;Makam Bonoloyo;48,2;Kamboja;Plumeria alba;6,5;53;16,870;2,5;4,6;4,4;-7,536867;110,825630;Least Concern;Besar;Kamboja Putih_Plumeria alba.jpg
1;Makam Bonoloyo;48,2;Kamboja;Plumeria alba;7,1;58;18,462;13,5;4,8;4,6;-7,536867;110,825630;Least Concern;Besar;Kamboja Putih_Plumeria alba.jpg
1;Makam Bonoloyo;48,2;Kayu Jaran;Lannea coromandelica;9,2;109;34,696;7,4;6,1;5,2;-7,536867;110,825630;Least Concern;Besar;40_Lannea coromandelica.jpg
1;Makam Bonoloyo;48,3;Angsana;Pterocarpus indicus;15,8;102;32,468;12,9;8,2;8;-7,537152;110,826043;Endangered;Besar;28_Pterocarpus indicus.jpg
1;Makam Bonoloyo;48,3;Duwet;Syzygium cumini;9,6;224;71,301;12,4;13,9;11,4;-7,537152;110,826043;Least Concern;Besar;42_ S cumini.jpg
1;Makam Bonoloyo;48,3;Kamboja;Plumeria alba;6,2;68;21,645;3,8;6,7;5,8;-7,537152;110,826043;Least Concern;Besar;Kamboja Putih_Plumeria alba.jpg
1;Makam Bonoloyo;48,3;Kamboja;Plumeria alba;6,8;57;18,144;5,8;5,3;3,8;-7,537152;110,826043;Least Concern;Besar;Kamboja Putih_Plumeria alba.jpg
1;Makam Bonoloyo;48,4;Bungur;Lagerstroemiaspeciosa;12,2;139;44,245;18,1;10,2;8,3;-7,537753;110,826593;Not Evaluated;Besar;31_Lagerstroemis speciosa.jpg
1;Makam Bonoloyo;48,4;Glodokan Tiang;Polyalthia longifolia;6,2;123;39,152;7,5;9,6;8,8;-7,537753;110,826593;Not Evaluated;Besar;34_Polyathia Longifolia 3.jpg
1;Makam Bonoloyo;48,4;Jati;Tectona grandis;12,1;112;35,651;14,2;8,3;7,6;-7,537753;110,826593;Not Evaluated;Besar;51_T grandis.jpg
1;Makam Bonoloyo;48,4;Kamboja;Plumeria alba;5,8;66;21,008;3,3;5,5;4,2;-7,537753;110,826593;Least Concern;Besar;Kamboja Putih_Plumeria alba.jpg
1;Makam Bonoloyo;48,5;Waru;Hibiscus tiliaceus;8,2;92;29,285;10;7,3;6,5;-7,539520;110,825067;Least Concern;Besar;36_Hibiscus tiliaceus.jpg
1;Makam Bonoloyo;48,5;Waru;Hibiscus tiliaceus;7,5;84;26,738;4,6;5,2;4,3;-7,539520;110,825067;Least Concern;Besar;36_Hibiscus tiliaceus.jpg
1;Makam Bonoloyo;48,5;Waru;Hibiscus tiliaceus;6,3;81;25,783;2,1;6,8;5,4;-7,539520;110,825067;Least Concern;Besar;36_Hibiscus tiliaceus.jpg
1;Makam Bonoloyo;48,5;Waru;Hibiscus tiliaceus;6;72;22,918;9,7;5,1;4,9;-7,539520;110,825067;Least Concern;Besar;36_Hibiscus tiliaceus.jpg
1;Makam Bonoloyo;48,6;Beringin;Ficus benjamina;8,6;92;29,285;6,2;5,6;4,8;-7,538282;110,825923;Not Evaluated;Besar;25_ F. benjamina.jpg
1;Makam Bonoloyo;48,6;Kamboja;Plumeria alba;2,4;51;16,234;9;4,1;3,6;-7,538282;110,825923;Least Concern;Besar;Kamboja Putih_Plumeria alba.jpg
1;Makam Bonoloyo;48,6;Mangga;Mangifera indica;9,3;131;41,699;33,5;10,5;8,6;-7,538282;110,825923;Data Deficient;Besar;
1;Makam Bonoloyo;48,6;Waru;Hibiscus tiliaceus;7,4;106;33,741;15,5;8,4;7,3;-7,538282;110,825923;Least Concern;Besar;36_Hibiscus tiliaceus.jpg
1;Makam Bonoloyo;48,7;Beringin;Ficus benjamina;10,2;283;90,082;8,3;14,6;13,2;-7,538625;110,824252;Not Evaluated;Besar;25_ F. benjamina.jpg
1;Makam Bonoloyo;48,7;Bungur;Lagerstroemiaspeciosa;9,7;128;40,744;10,8;12,3;11;-7,538625;110,824252;Not Evaluated;Besar;31_Lagerstroemis speciosa.jpg
1;Makam Bonoloyo;48,7;Bungur;Lagerstroemiaspeciosa;13,3;136;43,290;9,3;11,2;8,7;-7,538625;110,824252;Not Evaluated;Besar;31_Lagerstroemis speciosa.jpg
1;Makam Bonoloyo;48,7;Kamboja;Plumeria alba;4,3;62;19,735;18,7;4,3;3;-7,538625;110,824252;Least Concern;Besar;Kamboja Putih_Plumeria alba.jpg
1;Makam Bonoloyo;48,8;Duwet;Syzygium cumini;11,8;214;68,118;14,6;11,8;9,6;-7,539058;110,824208;Least Concern;Besar;42_ S cumini.jpg
1;Makam Bonoloyo;48,8;Kamboja;Plumeria alba;8,2;71;22,600;11;4,5;3,2;-7,539058;110,824208;Least Concern;Besar;Kamboja Putih_Plumeria alba.jpg
1;Makam Bonoloyo;48,8;Trembesi;Samanea saman;14,2;326;103,769;7,3;21,5;11,4;-7,539058;110,824208;Least Concern;Besar;31_S saman.jpg
1;Makam Bonoloyo;48,8;Trembesi;Samanea saman;15,7;318;101,223;20,4;19,4;16,7;-7,539058;110,824208;Least Concern;Besar;31_S saman.jpg
40;Taman Cerdas Mojosongo;49,1;Jambu Air;Syzygium aqueum;5,3;72;22,918;4,7;5;3,5;-7,537155;110,837462;Not Evaluated;Kecil;41.1_Sizygium aqueum.jpg
40;Taman Cerdas Mojosongo;49,1;Mahoni;Swietenia mahagoni;9,7;193;61,434;23,2;4,7;4,6;-7,537155;110,837462;Near Threatened;Kecil;40_ S mahagoni.jpg
40;Taman Cerdas Mojosongo;49,1;Mangga;Mangifera indica;8,3;152;48,383;6;6,2;5,7;-7,537155;110,837462;Data Deficient;Kecil;
40;Taman Cerdas Mojosongo;49,1;Tabebuya Kuning;Handroanthus chrysotrichus;8;94;29,921;5,6;7,2;4,3;-7,537155;110,837462;Not Evaluated;Kecil;31_Handroanthus chrysotrichus.jpg
40;Taman Cerdas Mojosongo;49,2;Angsana;Pterocarpus indicus;9,4;134;42,654;8,1;8,2;7,6;-7,536938;110,837488;Endangered;Kecil;28_Pterocarpus indicus.jpg
40;Taman Cerdas Mojosongo;49,2;Belimbing;Averrhoa carambola;6,1;72;22,918;4,5;3,2;2,5;-7,536938;110,837488;Not Evaluated;Kecil;
40;Taman Cerdas Mojosongo;49,2;Mangga;Mangifera indica;8,2;123;39,152;3,2;7;5,2;-7,536938;110,837488;Data Deficient;Kecil;
40;Taman Cerdas Mojosongo;49,2;Mangga;Mangifera indica;8,7;108;34,377;4,1;4,2;7,3;-7,536938;110,837488;Data Deficient;Kecil;
23;Taman Jaya Wijaya;50,1;Jati;Tectona grandis;8,4;118;37,561;14,5;8;7,8;-7,537362;110,842417;Not Evaluated;Sedang;51_T grandis.jpg
23;Taman Jaya Wijaya;50,1;Kecrutan;Spathodea campanulata;11,2;118;37,561;4,6;4,5;6,6;-7,537362;110,842417;Least Concern;Sedang;Kecrutan_Spathodea campanulata.jpg
23;Taman Jaya Wijaya;50,1;Ketapang Kencana;Terminalia mantaly;10,4;97;30,876;6,2;6,3;7;-7,537362;110,842417;Least Concern;Sedang;41_T.mantaly.jpg
23;Taman Jaya Wijaya;50,1;Pule;Alstonia scholaris;10,8;192;61,115;15,5;5,2;6,4;-7,537362;110,842417;Least Concern;Sedang;31_Alstonia scholaris.jpg
23;Taman Jaya Wijaya;50,2;Kelengkeng;Dimocarpus longan;8,2;79;25,146;7,5;7,2;6,4;-7,537272;110,842105;Near Threatened;Sedang;25_Dimocarpus longan.jpg
23;Taman Jaya Wijaya;50,2;Ketapang;Terminalia catappa;8,4;57;18,144;2,3;7,1;6,7;-7,537272;110,842105;Least Concern;Sedang;Ketapang_Terminalia catappa.jpg
23;Taman Jaya Wijaya;50,2;Pule;Alstonia scholaris;8,5;81;25,783;10,5;4,2;4;-7,537272;110,842105;Least Concern;Sedang;31_Alstonia scholaris.jpg
23;Taman Jaya Wijaya;50,2;Tabebuya Ungu;Tabebuia rosea;6,9;62;19,735;6,4;5,2;4,3;-7,537272;110,842105;Least Concern;Sedang;
23;Taman Jaya Wijaya;50,3;Angsana;Pterocarpus indicus;9,6;173;55,068;3,1;8,9;7,2;-7,536970;110,842655;Endangered;Sedang;28_Pterocarpus indicus.jpg
23;Taman Jaya Wijaya;50,3;Angsana;Pterocarpus indicus;10,2;208;66,208;8,6;9,4;8,3;-7,536970;110,842655;Endangered;Sedang;28_Pterocarpus indicus.jpg
23;Taman Jaya Wijaya;50,3;Kersen;Muntingia calabura;6,5;73;23,237;6;8,2;8;-7,536970;110,842655;Not Evaluated;Sedang;40_Muntingia calabura.jpg
23;Taman Jaya Wijaya;50,3;Pule;Alstonia scholaris;10;139;44,245;3,6;6,2;4,1;-7,536970;110,842655;Least Concern;Sedang;31_Alstonia scholaris.jpg
14;Lapangan Sriwaru;26,1;Ketapang;Terminalia catappa;5;96;30,558;4;6;3;-7,566025399;110,7906756;Least Concern;Besar;Ketapang_Terminalia catappa.jpg
14;Lapangan Sriwaru;26,1;Ketapang;Terminalia catappa;5;104;33,104;5;7;3;-7,566025399;110,7906756;Least Concern;Besar;Ketapang_Terminalia catappa.jpg
14;Lapangan Sriwaru;26,1;Tanjung;Mimusops elengi;7;112;35,651;4;5;2;-7,566025399;110,7906756;Least Concern;Besar;28_Mimusops elengi5.jpg
14;Lapangan Sriwaru;26,1;Mangga;Mangifera indica;8;149;47,428;6;7;4;-7,566025399;110,7906756;Data Deficient;Besar;
14;Lapangan Sriwaru;26,2;Trembesi;Samanea saman;6;216;68,755;6;3;2;-7,565391913;110,791553;Least Concern;Besar;31_S saman.jpg
14;Lapangan Sriwaru;26,2;Kersen;Muntingia calabura;4;106;33,741;6;3;3;-7,565391913;110,791553;Not Evaluated;Besar;40_Muntingia calabura.jpg
14;Lapangan Sriwaru;26,2;Mangga;Mangifera indica;8;119;37,879;7;3;2;-7,565391913;110,791553;Data Deficient;Besar;
14;Lapangan Sriwaru;26,2;Mangga;Mangifera indica;8;89;28,330;8;5;3;-7,565391913;110,791553;Data Deficient;Besar;
14;Lapangan Sriwaru;26,3;Mahoni;Swietenia mahagoni;6;87;27,693;10,3;3;2;-7,565603772;110,7912739;Near Threatened;Besar;40_ S mahagoni.jpg
14;Lapangan Sriwaru;26,3;Mangga;Mangifera indica;6;78;24,828;12,4;4;2;-7,565603772;110,7912739;Data Deficient;Besar;
14;Lapangan Sriwaru;26,3;Mangga;Mangifera indica;7;92;29,285;12;5;3;-7,565603772;110,7912739;Data Deficient;Besar;
14;Lapangan Sriwaru;26,3;Lamtoro;Leucaena leucocephala;6;81;25,783;15,3;6;3;-7,565603772;110,7912739;Not Evaluated;Besar;Lamtoro_Leucaena leucocephala.jpg
46;Taman Bermain Anak Jalan Bengle;30,1;Rambutan;Nephelium lappaceum;4;68;21,645;4;5;2;-7,56182475;110,7841886;Least Concern;Kecil;42_Nephelium lappaceum.jpg
46;Taman Bermain Anak Jalan Bengle;30,1;Rambutan;Nephelium lappaceum;2;70;22,282;4;3;2;-7,56182475;110,7841886;Least Concern;Kecil;42_Nephelium lappaceum.jpg
46;Taman Bermain Anak Jalan Bengle;30,1;Mangga;Mangifera indica;4;85;27,056;9;2;1;-7,56182475;110,7841886;Data Deficient;Kecil;
46;Taman Bermain Anak Jalan Bengle;30,1;Lamtoro;Leucaena leucocephala;5;89;28,330;10;3;1;-7,56182475;110,7841886;Not Evaluated;Kecil;Lamtoro_Leucaena leucocephala.jpg
44;Jalur Hijau Jalan Slamet Riyadi;32,1;Mahua;Madhuca longifolia;9;154;49,020;4;6;4;-7,55972434;110,7879183;Not Evaluated;Kecil;28_Madhuca longifolia.jpg
44;Jalur Hijau Jalan Slamet Riyadi;32,1;Glodokan Tiang;Polyalthia longifolia;7;99;31,513;6;5;2;-7,55972434;110,7879183;Not Evaluated;Kecil;34_Polyathia Longifolia 3.jpg
44;Jalur Hijau Jalan Slamet Riyadi;32,1;Glodokan Tiang;Polyalthia longifolia;7;106;33,741;6;5;2;-7,55972434;110,7879183;Not Evaluated;Kecil;34_Polyathia Longifolia 3.jpg
44;Jalur Hijau Jalan Slamet Riyadi;32,1;Mahua;Madhuca longifolia;9;163;51,885;5;7;4;-7,55972434;110,7879183;Not Evaluated;Kecil;28_Madhuca longifolia.jpg
44;Jalur Hijau Jalan Slamet Riyadi;32,2;Mahua;Madhuca longifolia;6;134;42,654;6;8;4;-7,56017599;110,7895327;Not Evaluated;Kecil;28_Madhuca longifolia.jpg
44;Jalur Hijau Jalan Slamet Riyadi;32,2;Glodokan Tiang;Polyalthia longifolia;6;96;30,558;6;3;2;-7,56017599;110,7895327;Not Evaluated;Kecil;34_Polyathia Longifolia 3.jpg
44;Jalur Hijau Jalan Slamet Riyadi;32,2;Glodokan Tiang;Polyalthia longifolia;6;108;34,377;7;4;2;-7,56017599;110,7895327;Not Evaluated;Kecil;34_Polyathia Longifolia 3.jpg
44;Jalur Hijau Jalan Slamet Riyadi;32,2;Mahua;Madhuca longifolia;9;243;77,349;7;7;3;-7,56017599;110,7895327;Not Evaluated;Kecil;28_Madhuca longifolia.jpg
24;Lapangan Jajar;39,1;Pohon Sosis;Kigelia africana;4;101;32,149;2;2;1;-7,55603945;110,7890116;Least Concern;Sedang;Pohon Sosis_Kigelia africana.jpg
24;Lapangan Jajar;39,1;Pohon Sosis;Kigelia africana;4;168;53,476;2;3;1;-7,55603945;110,7890116;Least Concern;Sedang;Pohon Sosis_Kigelia africana.jpg
24;Lapangan Jajar;39,1;Waru;Hibiscus tiliaceus;4;71;22,600;3;3;1;-7,55603945;110,7890116;Least Concern;Sedang;36_Hibiscus tiliaceus.jpg
24;Lapangan Jajar;39,1;Waru;Hibiscus tiliaceus;4;132;42,017;6;4;2;-7,55603945;110,7890116;Least Concern;Sedang;36_Hibiscus tiliaceus.jpg
24;Lapangan Jajar;39,2;Eukaliptus;Eucalyptus deglupta;5;72;22,918;3;2;1;-7,555497169;110,7891932;Vulnerable;Sedang;43_euwalyptus.jpg
24;Lapangan Jajar;39,2;Jabon;Neolamarckia cadamba;5;79;25,146;3;2;1;-7,555497169;110,7891932;Not Evaluated;Sedang;
24;Lapangan Jajar;39,2;Bisbul;Diospyros blancoi;5;70;22,282;6;3;3;-7,555497169;110,7891932;Not Evaluated;Sedang;40_Diospyros blancoi.jpg
24;Lapangan Jajar;39,2;Pohon Sosis;Kigelia africana;7;156;49,656;3;7;4;-7,555497169;110,7891932;Least Concern;Sedang;Pohon Sosis_Kigelia africana.jpg
24;Lapangan Jajar;39,3;Ketapang;Terminalia catappa;8;128;40,744;1;6;3;-7,555789605;110,7896077;Least Concern;Sedang;Ketapang_Terminalia catappa.jpg
24;Lapangan Jajar;39,3;Pohon Sosis;Kigelia africana;4;93;29,603;2;2;1;-7,555789605;110,7896077;Least Concern;Sedang;Pohon Sosis_Kigelia africana.jpg
24;Lapangan Jajar;39,3;Waru;Hibiscus tiliaceus;5;116;36,924;4;4;1;-7,555789605;110,7896077;Least Concern;Sedang;36_Hibiscus tiliaceus.jpg
24;Lapangan Jajar;39,3;Pohon Sosis;Kigelia africana;6;143;45,518;1;5;2;-7,555789605;110,7896077;Least Concern;Sedang;Pohon Sosis_Kigelia africana.jpg
11;Jalan Samratulangi;33,1;Ketapang Kencana;Terminalia mantaly;11;116;36,924;2;9;7;-7,5604667;110,8008388;Least Concern;Besar;41_T.mantaly.jpg
11;Jalan Samratulangi;33,1;Ketapang Kencana;Terminalia mantaly;11;111;35,332;1;6;4;-7,5604667;110,8008388;Least Concern;Besar;41_T.mantaly.jpg
11;Jalan Samratulangi;33,1;Mangga;Mangifera indica;4;74;23,555;6;1;1;-7,5604667;110,8008388;Data Deficient;Besar;
11;Jalan Samratulangi;33,1;Ketapang Kencana;Terminalia mantaly;10;117;37,242;1;8;5;-7,5604667;110,8008388;Least Concern;Besar;41_T.mantaly.jpg
11;Jalan Samratulangi;33,2;Cemara Laut;Casuarina equisetifolia;9;196;62,389;2;7;3;-7,560382813;110,8013531;Least Concern;Besar;Cemara laut_Casuarina equisetifolia.jpg
11;Jalan Samratulangi;33,2;Waru;Hibiscus tiliaceus;8;89;28,330;9;6;3;-7,560382813;110,8013531;Least Concern;Besar;36_Hibiscus tiliaceus.jpg
11;Jalan Samratulangi;33,2;Waru;Hibiscus tiliaceus;7;94;29,921;9;4;2;-7,560382813;110,8013531;Least Concern;Besar;36_Hibiscus tiliaceus.jpg
11;Jalan Samratulangi;33,2;Mahoni;Swietenia mahagoni;8;107;34,059;2;6;3;-7,560382813;110,8013531;Near Threatened;Besar;40_ S mahagoni.jpg
11;Jalan Samratulangi;33,3;Trembesi;Samanea saman;10;143;45,518;7;8;6;-7,559760362;110,8044251;Least Concern;Besar;31_S saman.jpg
